NGC         RA           DE           MAG          X Y
4667        12 42 47.3  +11 26 33     11.2      2.20 1.4
4668        12 45 31.8  -00 32 10     13.1      1.40 0.8
4669        12 44 46.7  +54 52 34     13.2      1.80 0.6
4670        12 45 16.9  +27 07 33     12.7      1.40 1.2
4671        12 45 47.5  -07 04 11     12.6      1.30 1.1
4672        12 46 15.6  -41 42 21     13.1      2.20 0.6
4673        12 45 34.7  +27 03 40     12.9      1.00 0.8
4674        12 46 03.3  -08 39 19     13.1      1.60 0.5
4675        12 45 31.7  +54 44 14     14.3      1.60 0.6
4676A       12 46 10.1  +30 43 57     13.5      1.40 0.6
4676B       12 46 11.2  +30 43 21     13.8      2.20 0.8
4677        12 46 57.0  -41 34 57     12.8      1.60 0.7
4678-1      12 49 42.3  -04 34 47     14.3      1.00 0.5
4678-2      12 49 41.0  -04 34 49     13.5      0.90 0.5
4679        12 47 30.0  -39 34 16     12.4      2.50 0.9
4680        12 46 54.7  -11 38 11     12.8      1.50 1.2
4681        12 47 28.7  -43 20 05     12.5      1.40 1.2
4682        12 47 15.5  -10 03 50     12.2      2.50 1.2
4683        12 47 42.2  -41 31 44     12.7      1.30 0.9
4684        12 47 17.6  -02 43 37     11.4      2.80 1.1
4685        12 47 11.4  +19 27 53     12.6      2.00 1.2
4686        12 46 39.7  +54 32 04     12.6      2.00 0.6
4687        12 47 23.8  +35 21 07     13.2      0.70 0.6
4688        12 47 46.5  +04 20 09     11.9      3.20 2.8
4689        12 47 45.7  +13 45 44     11.0      4.30 3.5
4690        12 47 55.5  -01 39 22     12.9      1.20 0.8
4691        12 48 13.4  -03 19 57     11.1      2.70 2.5
4692        12 47 55.2  +27 13 20     12.5      1.30 1.3
4693        12 47 09.0  +71 10 34     13.4      2.40 0.5
4694        12 48 14.9  +10 59 02     11.4      3.30 1.6
4695        12 47 32.0  +54 22 28     13.5      1.10 0.7
4696        12 48 49.1  -41 18 42     10.4      4.70 3.3
4696A       12 46 55.5  -41 29 51     13.6      1.30 0.5
4696B       12 47 21.7  -41 14 14     11.6      1.20 0.7
4696C       12 48 02.6  -40 49 10     13.7      1.80 0.3
4696D       12 48 21.4  -41 42 52     12.8      1.90 0.4
4696E       12 48 26.1  -40 56 07     13.4      1.80 0.7
4697        12 48 35.8  -05 48 00      9.2      7.20 4.7
4698        12 48 23.0  +08 29 18     10.6      4.00 2.5
4699        12 49 02.2  -08 39 50      9.5      3.80 2.8
4700        12 49 07.8  -11 24 42     11.9      3.20 0.8
4701        12 49 11.4  +03 23 20     12.4      2.80 2.1
4702        12 47 55.2  +27 13 20     12.5      1.30 1.3
4703        12 49 18.9  -09 06 30     13.2      3.00 0.6
4704        12 48 46.4  +41 55 16     13.7      1.00 0.9
4705        12 49 24.9  -05 11 43     11.7      3.10 1.0
4706        12 49 54.0  -41 16 46     12.8      1.30 0.5
4707        12 48 23.2  +51 09 48     12.9      2.20 2.1
4708        12 49 41.6  -11 05 37     13.1      1.20 0.9
4709        12 50 03.9  -41 22 57     10.9      2.30 2.0
4710        12 49 38.7  +15 09 53     11.0      4.90 1.2
4711        12 48 45.7  +35 19 58     13.4      1.30 0.8
4712        12 49 34.1  +25 28 11     12.8      2.30 0.9
4713        12 49 57.6  +05 18 40     11.7      2.90 1.8
4714        12 50 19.2  -13 19 28     12.7      1.60 1.2
4715        12 49 57.8  +27 49 22     13.1      1.60 1.1
4716        12 50 33.1  -09 27 03     12.9      1.10 0.7
4717        12 50 34.5  -09 27 46     14.2      1.40 0.5
4718        12 50 32.5  -05 16 55     13.4      1.80 0.6
4719        12 50 08.6  +33 09 33     13.2      1.40 1.1
4720        12 50 42.6  -04 09 21     13.3      0.90 0.5
4721        12 50 19.8  +27 19 29     14.5      0.80 0.3
4722        12 51 32.3  -13 19 48     12.8      1.80 0.7
4723        12 51 03.0  -13 14 12     14.5      1.10 0.7
4724        12 50 53.6  -14 19 56     12.7      0.90 0.6
4725        12 50 26.5  +25 30 00      9.4      10.70 7.6
4726        12 50 46.0  -14 16 04     14.8      1.20 0.2
4727        12 50 57.2  -14 19 59     11.8      1.60 1.2
4728        12 50 28.0  +27 26 07     13.5      1.00 0.7
4728A       12 50 28.0  +27 26 07     13.5      1.00 0.7
4728B       12 50 37.4  +27 25 31     13.9      1.00 0.4
4728C       12 50 36.9  +27 29 01     15.0      0.50 0.3
4729        12 51 46.2  -41 07 56     12.3      1.60 1.6
4730        12 52 00.5  -41 08 49     12.8      1.00 1.0
4731        12 51 01.0  -06 23 33     11.5      6.60 4.2
4731A       12 51 13.1  -06 33 35     12.8      1.30 1.1
4732        12 50 07.0  +52 51 00     13.9      1.20 0.6
4733        12 51 06.7  +10 54 43     11.9      2.20 2.2
4734        12 51 12.8  +04 51 31     13.5      1.00 0.8
4735        12 51 01.9  +28 55 41     14.6      0.60 0.3
4736        12 50 53.1  +41 07 17      8.2      14.40 12.1
4737        12 50 52.9  +34 09 26     14.3      0.90 0.6
4738        12 51 08.9  +28 47 18     13.4      2.10 0.3
4739        12 51 37.1  -08 24 35     12.5      1.40 1.2
4740        12 50 57.2  -14 19 59     11.8      1.60 1.2
4741        12 50 59.4  +47 40 18     13.7      1.40 0.7
4742        12 51 48.0  -10 27 17     11.3      2.60 1.5
4743        12 52 15.6  -41 23 24     12.4      1.40 0.5
4744        12 52 19.5  -41 03 38     12.7      2.10 1.0
4745        12 51 26.1  +27 25 18     15.1      0.80 0.8
4745A       12 51 26.1  +27 25 18     15.1      0.80 0.8
4745B       12 51 22.0  +27 26 39     14.8      0.60 0.2
4746        12 51 55.2  +12 04 59     12.6      2.10 0.6
4747        12 51 45.4  +25 46 26     12.4      3.30 1.3
4748-1      12 52 12.6  -13 24 49     13.7      0.80 0.7
4748-2      12 52 12.9  -13 24 39     14.1      0.50 0.4
4749        12 51 12.2  +71 38 06     13.5      1.70 0.3
4750        12 50 06.5  +72 52 28     11.2      2.10 1.9
4751        12 52 50.6  -42 39 36     11.2      3.00 1.1
4752        12 51 29.1  +13 46 57     14.5      0.70 0.3
4753        12 52 22.1  -01 12 00     10.0      6.00 2.8
4754        12 52 17.6  +11 18 50     10.6      4.40 2.4
4756        12 52 52.2  -15 24 45     12.4      1.70 1.3
4757        12 52 49.9  -10 18 39     13.7      1.50 0.4
4758        12 52 43.9  +15 50 55     13.3      3.00 0.7
4759A       12 53 04.5  -09 11 59     13.0      1.90 1.7
4759B       12 53 05.7  -09 12 14     12.5      1.70 1.1
4760        12 53 07.2  -10 29 41     11.4      2.00 1.8
4761        12 53 09.7  -09 11 51     13.8      0.80 0.3
4762        12 52 55.9  +11 13 50     10.3      8.70 1.7
4763        12 53 27.1  -17 00 21     12.4      1.20 0.8
4764        12 53 06.7  -09 15 27     15.1      0.30 0.2
4765        12 53 14.6  +04 27 47     13.0      1.10 0.8
4766        12 53 08.2  -10 22 43     14.4      1.00 0.3
4767        12 53 52.9  -39 42 52     11.5      2.60 1.2
4767A       12 53 01.3  -39 50 09     15.7      0.80 0.3
4767B       12 54 44.9  -39 51 11     13.1      1.30 0.9
4770        12 53 32.2  -09 32 28     12.7      1.50 0.8
4771        12 53 20.9  +01 16 12     12.3      3.80 0.9
4772        12 53 29.0  +02 10 07     11.0      3.40 1.7
4773-1      12 53 35.9  -08 38 18     12.7      1.30 1.0
4773-2      12 53 35.8  -08 38 43     14.9      0.40 0.4
4774        12 53 06.6  +36 49 08     14.3      0.60 0.4
4775        12 53 45.9  -06 37 22     11.1      2.20 2.1
4776        12 53 04.5  -09 11 59     13.0      1.90 1.7
4777        12 53 58.5  -08 46 31     13.1      1.90 0.8
4778        12 53 05.7  -09 12 14     12.5      1.70 1.1
4779        12 53 50.7  +09 42 33     12.6      2.10 1.8
4780        12 54 05.2  -08 37 15     13.4      1.80 1.5
4780A       12 54 03.1  -08 39 12     14.8      0.70 0.3
4781        12 54 23.6  -10 32 10     11.1      3.40 1.4
4782        12 54 35.8  -12 34 09     11.7      1.80 1.7
4783        12 54 36.4  -12 33 29     11.6      2.30 1.3
4784        12 54 37.0  -10 36 46     13.6      1.90 0.4
4785        12 53 27.1  -48 44 59     12.4      2.00 1.0
4786        12 54 32.3  -06 51 33     11.7      1.60 1.3
4787        12 54 05.8  +27 04 06     14.4      1.10 0.3
4788        12 54 16.2  +27 18 11     14.4      0.80 0.3
4789        12 54 19.2  +27 04 04     12.1      1.90 1.5
4789A       12 54 05.5  +27 08 50     13.6      1.80 1.3
4790        12 54 51.9  -10 14 52     12.4      1.50 0.9
4791        12 54 43.9  +08 03 13     14.1      1.30 0.9
4792        12 55 03.6  -12 29 48     14.2      0.70 0.3
4793        12 54 40.7  +28 56 17     11.6      2.90 1.5
4794        12 55 10.4  -12 36 33     13.6      1.70 0.7
4795        12 55 02.8  +08 03 58     12.1      2.30 1.6
4796        12 55 04.6  +08 04 01     14.5      0.40 0.3
4797        12 54 55.3  +27 24 46     13.2      1.00 0.7
4798        12 54 55.3  +27 24 46     13.2      1.00 0.7
4799        12 55 15.4  +02 53 48     13.4      1.30 0.6
4800        12 54 37.8  +46 31 53     11.6      1.60 1.2
4801        12 54 37.6  +53 05 26     14.2      0.90 0.7
4802        12 55 49.6  -12 03 17     11.4      2.40 1.6
4803        12 55 33.7  +08 14 24     14.1      0.50 0.3
4806        12 56 12.4  -29 30 10     12.8      1.20 1.0
4807        12 55 29.3  +27 31 16     13.5      1.00 0.8
4807A       12 55 30.8  +27 32 38     15.2      0.50 0.2
4808        12 55 48.9  +04 18 13     11.7      2.80 1.1
4809        12 54 50.9  +02 39 10     13.8      1.70 0.7
4810        12 54 51.2  +02 38 27     14.3      1.30 0.5
4811        12 56 52.3  -41 47 51     13.1      1.30 0.9
4812        12 56 52.6  -41 48 49     12.9      1.20 0.4
4813        12 56 36.0  -06 49 05     13.1      1.30 0.5
4814        12 55 21.8  +58 20 40     12.2      3.30 2.4
4816        12 56 12.3  +27 44 43     12.8      1.30 1.1
4817        12 56 29.6  +27 56 25     14.7      0.50 0.5
4818        12 56 48.9  -08 31 30     11.1      4.30 1.5
4819        12 56 28.0  +26 59 13     13.2      1.20 0.8
4820        12 57 00.5  -13 43 08     13.9      1.00 0.2
4821        12 56 29.3  +26 57 25     14.5      0.50 0.3
4822        12 57 03.6  -10 45 44     13.3      1.20 0.7
4823        12 57 25.6  -13 41 54     14.7      0.70 0.2
4825        12 57 12.2  -13 39 52     11.7      2.00 1.1
4826        12 56 43.8  +21 40 59      8.5      10.00 5.4
4827        12 56 43.7  +27 10 43     12.9      1.40 1.2
4828        12 56 42.8  +28 01 15     14.2      0.70 0.7
4829        12 57 24.5  -13 44 14     14.8      0.40 0.3
4830        12 57 27.9  -19 41 28     12.1      2.20 1.4
4831        12 57 36.6  -27 17 31     12.5      1.70 0.9
4832        12 57 47.4  -39 45 43     11.1      1.80 1.2
4834        12 56 25.1  +52 17 45     14.8      0.90 0.3
4835        12 58 07.7  -46 15 54     11.6      4.00 0.9
4835A       12 57 13.0  -46 22 38     13.4      2.50 0.4
4836        12 57 34.2  -12 44 37     13.4      1.40 1.1
4837-1      12 56 47.8  +48 17 46     13.4      1.10 0.5
4837-2      12 56 49.8  +48 18 00     13.8      1.00 0.4
4838        12 57 56.1  -13 03 37     13.0      1.60 1.4
4839        12 57 24.4  +27 29 51     12.1      4.00 1.9
4840        12 57 32.8  +27 36 38     13.7      0.70 0.7
4841A       12 57 32.0  +28 28 35     13.1      1.60 1.0
4841B       12 57 34.0  +28 28 56     13.0      1.00 0.7
4842A       12 57 36.0  +27 29 35     14.0      0.40 0.4
4842B       12 57 36.4  +27 29 04     15.1      0.30 0.2
4843        12 58 00.9  -03 37 17     13.0      2.10 0.5
4845        12 58 00.9  +01 34 32     11.2      4.90 1.3
4846        12 57 47.7  +36 22 12     13.6      1.30 0.6
4847        12 58 28.9  -13 08 28     14.3      0.60 0.5
4848        12 58 05.7  +28 14 33     13.7      1.60 0.5
4849        12 58 12.7  +26 23 47     12.9      1.90 1.4
4849A       12 58 13.9  +26 25 34     15.1      0.50 0.5
4850        12 58 21.7  +27 58 06     14.2      0.70 0.5
4851-1      12 58 21.8  +28 08 52     14.2      0.40 0.2
4851-2      12 58 22.3  +28 09 07     15.0      0.30 0.2
4853        12 58 35.4  +27 35 45     13.6      0.80 0.7
4854        12 58 47.6  +27 40 27     13.9      1.20 0.8
4855        12 59 18.4  -13 13 50     12.9      1.70 1.3
4856        12 59 21.1  -15 02 32     10.5      4.30 1.2
4857        12 57 18.1  +70 12 11     13.8      1.30 0.6
4858        12 59 02.3  +28 06 55     15.2      0.50 0.4
4859        12 59 01.9  +26 48 56     13.6      1.30 0.8
4860        12 59 04.0  +28 07 24     13.5      0.90 0.8
4861        12 59 01.8  +34 51 43     13.5      4.20 1.6
4862        12 59 30.8  -14 07 55     14.2      1.10 0.8
4863        12 59 42.5  -14 01 46     13.7      1.80 0.4
4864        12 59 13.2  +27 58 35     13.6      0.70 0.5
4865        12 59 20.0  +28 05 03     13.7      0.90 0.5
4866        12 59 27.0  +14 10 17     11.2      6.40 1.5
4867        12 59 15.5  +27 58 14     14.5      0.50 0.4
4868        12 59 09.0  +37 18 34     12.2      1.50 1.4
4869        12 59 23.5  +27 54 41     13.8      0.80 0.7
4870        12 59 17.8  +37 02 54     14.6      0.90 0.3
4871        12 59 30.1  +27 57 23     14.2      0.70 0.5
4872        12 59 35.8  +27 57 34     11.7      1.90 1.9
4873        12 59 32.9  +27 59 00     14.1      0.80 0.6
4874        12 59 34.3  +27 56 48     14.4      0.50 0.3
4875        12 59 38.1  +27 54 27     14.7      0.40 0.3
4876        12 59 44.6  +27 54 44     14.4      0.60 0.4
4877        13 00 26.4  -15 16 58     12.4      2.20 1.0
4878        13 00 20.1  -06 06 14     12.9      1.30 1.1
4880        13 00 10.5  +12 29 00     11.4      3.10 2.5
4881        12 59 57.9  +28 14 47     13.6      1.00 1.0
4882        13 00 04.6  +27 59 11     13.9      0.60 0.6
4883        12 59 56.2  +28 02 03     14.3      0.50 0.3
4884        13 00 08.3  +27 58 35     11.5      2.80 2.0
4885        13 00 33.8  -06 51 11     14.0      0.50 0.4
4886        13 00 04.6  +27 59 11     13.9      0.60 0.6
4887        13 00 39.3  -14 40 00     13.6      1.10 0.6
4888        13 00 36.2  -06 04 32     13.4      1.00 0.4
4889        13 00 08.3  +27 58 35     11.5      2.80 2.0
4890        13 00 38.9  -04 36 14     13.2      0.90 0.7
4892        13 00 03.6  +26 53 53     14.0      1.30 0.3
4893        12 59 59.6  +37 11 38     14.3      0.40 0.3
4893A       12 59 59.9  +37 11 14     15.0      0.40 0.2
4894        13 00 16.7  +27 58 01     15.2      0.50 0.1
4895        13 00 18.0  +28 12 06     13.2      1.80 0.6
4895A       13 00 09.3  +28 10 12     15.0      0.60 0.3
4896        13 00 30.9  +28 20 47     13.9      1.00 0.6
4897        13 00 52.9  -13 26 56     11.8      2.70 2.3
4898-1      13 00 17.7  +27 57 18     13.5      0.60 0.4
4898-2      13 00 18.2  +27 57 20     13.6      0.40 0.4
4899        13 00 56.5  -13 56 43     11.9      2.60 1.4
4900        13 00 39.0  +02 30 04     11.4      2.20 2.1
4901        12 59 56.3  +47 12 22     14.5      1.00 1.0
4902        13 00 59.6  -14 30 50     10.9      2.90 2.6
4903        13 01 22.7  -30 56 06     12.9      1.60 1.3
4904        13 00 58.5  -00 01 37     12.0      2.20 1.5
4905        13 01 30.6  -30 52 03     13.3      1.80 1.1
4906        13 00 39.8  +27 55 26     14.1      0.50 0.5
4907        13 00 48.8  +28 09 25     13.6      1.10 1.0
4908        13 00 54.4  +28 00 25     13.2      1.00 0.8
4909        13 02 01.7  -42 46 18     12.7      1.90 1.7
4911        13 00 56.3  +27 47 25     12.8      1.20 1.1
4911A       13 00 54.0  +27 47 04     14.9      0.40 0.2
4914        13 00 42.9  +37 18 53     11.6      3.50 2.1
4915        13 01 28.1  -04 32 46     12.1      1.60 1.3
4917        13 00 55.5  +47 13 21     13.8      1.50 1.0
4918        13 01 50.7  -04 30 02     14.4      1.10 0.5
4919        13 01 17.6  +27 48 31     14.1      1.10 0.7
4920        13 02 04.2  -11 22 42     13.5      1.00 0.7
4921        13 01 26.3  +27 53 08     12.2      2.40 2.1
4922-1      13 01 24.7  +29 18 28     13.0      1.30 1.0
4922-2      13 01 25.3  +29 18 47     14.2      0.60 0.5
4923        13 01 31.8  +27 50 49     13.7      0.80 0.8
4924        13 02 12.9  -14 58 09     12.8      1.90 1.3
4925        13 02 07.3  -07 42 38     13.1      1.00 0.7
4926        13 01 53.9  +27 37 28     13.0      1.10 1.0
4926A       13 02 08.1  +27 38 53     14.2      0.70 0.4
4926B       13 02 00.9  +27 39 13     15.3      0.60 0.3
4927        13 01 57.6  +28 00 22     13.8      0.60 0.4
4928        13 03 00.5  -08 05 05     12.5      1.10 0.9
4929        13 02 44.5  +28 02 43     13.4      0.80 0.8
4930        13 04 05.1  -41 24 41     11.1      4.40 3.6
4931        13 03 01.1  +28 01 55     13.5      1.60 0.6
4932        13 02 37.5  +50 26 21     13.6      1.50 1.3
4933        13 03 56.7  -11 29 51     11.7      2.00 1.1
4933A       13 03 56.7  -11 29 51     11.7      2.00 1.1
4933B       13 03 54.5  -11 30 18     14.2      0.60 0.5
4933C       13 04 01.2  -11 29 27     15.3      0.50 0.4
4934        13 03 16.3  +28 01 48     14.4      1.00 0.2
4935        13 03 21.2  +14 22 41     13.0      1.20 1.0
4936        13 04 17.0  -30 31 36     10.7      2.70 2.3
4938        13 02 57.4  +51 19 09     14.3      0.80 0.7
4939        13 04 14.3  -10 20 24     11.3      5.50 2.8
4940        13 05 00.2  -47 14 13     12.3      1.00 1.0
4941        13 04 13.0  -05 33 05     11.1      3.90 2.7
4942        13 04 19.0  -07 38 56     13.0      1.60 1.3
4943        13 03 45.0  +28 05 01     14.4      0.50 0.3
4944        13 03 50.0  +28 11 07     12.9      1.50 0.5
4945        13 05 26.1  -49 27 46      8.4      19.80 4.0
4945A       13 06 33.7  -49 41 30     12.4      2.50 1.6
4946        13 05 29.2  -43 35 30     12.4      1.60 1.2
4947        13 05 20.2  -35 20 13     11.9      2.40 1.2
4947A       13 04 20.7  -35 13 42     14.5      1.70 0.7
4948        13 04 55.8  -07 56 47     13.2      2.00 0.7
4948A       13 05 05.8  -08 09 38     13.5      1.50 1.3
4949        13 04 18.1  +29 01 45     14.9      0.60 0.3
4950        13 05 36.4  -43 30 01     13.9      0.90 0.7
4951        13 05 07.5  -06 29 39     11.9      3.80 1.6
4952        13 04 58.5  +29 07 21     12.4      1.80 1.1
4953-1      13 06 10.3  -37 35 10     12.9      1.20 0.9
4953-2      13 06 08.1  -37 35 49     14.8      0.60 0.4
4954        13 02 19.3  +75 24 17     13.2      0.80 0.6
4955        13 06 04.8  -29 45 16     12.2      1.90 1.3
4956        13 05 01.0  +35 10 40     12.4      1.50 1.5
4957        13 05 12.5  +27 34 10     13.0      1.20 1.0
4958        13 05 48.9  -08 01 12     10.7      3.90 1.4
4959        13 05 41.0  +33 10 46     14.5      0.80 0.8
4960        13 05 47.8  +27 44 03     13.6      1.60 1.1
4961        13 05 47.8  +27 44 03     13.6      1.60 1.1
4962        13 04 58.5  +29 07 21     12.4      1.80 1.1
4963        13 05 51.9  +41 43 17     13.3      0.80 0.8
4964        13 05 24.8  +56 19 23     13.3      1.10 0.6
4965        13 07 09.2  -28 13 42     12.2      2.40 2.0
4966        13 06 17.3  +29 03 46     13.3      1.00 0.5
4967        13 05 36.4  +53 33 52     14.2      0.50 0.4
4968        13 07 06.0  -23 40 37     12.8      1.90 0.9
